date,opponent,batter,pitcherHand,plateAppearance,pitchType,pitchLocation,swing,miss,result,resultType,resultLocation,hitType,
02JUL2024,Clayton,Bock,R,2,CH,12,0,0,ball,,,,
02JUL2024,Clayton,Bock,R,2,CB,9,0,0,strike,looking,,,
02JUL2024,Clayton,Bock,R,2,FB,9,1,0,bip,liner,4,lo7,
02JUL2024,Clayton,Bock,L,3,FB,7,1,0,foul,,,,
02JUL2024,Clayton,Bock,L,3,CH,13,1,1,strike,swinging,,,
02JUL2024,Clayton,Bock,L,3,CH,4,0,0,strike,looking,,kk,
03JUL2024,Tarboro,Garrett,R,1,CB,10,0,0,ball,,,,
03JUL2024,Tarboro,Garrett,R,1,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Garrett,R,1,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,Garrett,R,1,CH,5,0,0,strike,looking,,,
03JUL2024,Tarboro,Garrett,R,1,FB,6,0,0,strike,looking,,,
03JUL2024,Tarboro,Garrett,R,1,CB,12,0,0,ball,walk,,,
03JUL2024,Tarboro,Garrett,R,2,CB,12,0,0,ball,,,,
03JUL2024,Tarboro,Garrett,R,2,FB,5,1,1,strike,swinging,,,
03JUL2024,Tarboro,Garrett,R,2,CH,7,1,1,strike,swinging,,,
03JUL2024,Tarboro,Garrett,R,2,FB,11,1,1,strike,swinging,,k,
03JUL2024,Tarboro,Merlak,R,1,CB,11,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,1,FB,3,1,1,strike,swinging,,,
03JUL2024,Tarboro,Merlak,R,1,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,1,CH,3,1,1,strike,swinging,,,
03JUL2024,Tarboro,Merlak,R,1,CH,11,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,1,FB,6,1,1,strike,swinging,,k,
03JUL2024,Tarboro,Merlak,R,2,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,2,CB,8,0,0,strike,looking,,,
03JUL2024,Tarboro,Merlak,R,2,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,2,CB,10,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,2,CH,13,0,0,ball,walk,,,
03JUL2024,Tarboro,Merlak,R,3,CB,12,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,3,FB,11,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,3,FB,6,0,0,strike,looking,,,
03JUL2024,Tarboro,Merlak,R,3,CB,7,0,0,strike,looking,,,
03JUL2024,Tarboro,Merlak,R,3,SL,11,0,0,ball,,,,
03JUL2024,Tarboro,Merlak,R,3,FB,2,1,1,strike,swinging,,k,
03JUL2024,Tarboro,Merlak,R,4,FB,2,1,0,foul,,,,
03JUL2024,Tarboro,Merlak,R,4,CB,6,0,0,strike,looking,,,
03JUL2024,Tarboro,Merlak,R,4,SL,9,1,0,bip,popup,2,po4,
03JUL2024,Tarboro,Drew,R,1,CB,13,1,1,strike,swinging,,,
03JUL2024,Tarboro,Drew,R,1,CB,12,1,0,bip,grounder,1,go3,
03JUL2024,Tarboro,Drew,R,2,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,Drew,R,2,CB,4,0,0,strike,looking,,,
03JUL2024,Tarboro,Drew,R,2,CH,2,1,0,bip,grounder,2,single,
03JUL2024,Tarboro,Drew,R,3,CB,13,1,1,strike,swinging,,,
03JUL2024,Tarboro,Drew,R,3,CB,4,0,0,strike,looking,,,
03JUL2024,Tarboro,Drew,R,3,FB,1,1,0,foul,,,,
03JUL2024,Tarboro,Drew,R,3,CB,10,0,0,ball,,,,
03JUL2024,Tarboro,Drew,R,3,CB,12,1,1,strike,swinging,,k,
03JUL2024,Tarboro,Drew,R,4,CH,11,0,0,ball,,,,
03JUL2024,Tarboro,Drew,R,4,FB,4,1,0,foul,,,,
03JUL2024,Tarboro,Drew,R,4,FB,9,1,1,strike,swinging,,,
03JUL2024,Tarboro,Drew,R,4,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Drew,R,4,CH,10,0,0,ball,,,,
03JUL2024,Tarboro,Drew,R,4,FB,1,1,0,bip,grounder,2,single,
03JUL2024,Tarboro,DiCarlo,R,1,FB,12,1,0,ball,,,,
03JUL2024,Tarboro,DiCarlo,R,1,CH,1,1,0,bip,liner,4,lo7,
03JUL2024,Tarboro,DiCarlo,R,2,CB,7,0,0,strike,looking,,,
03JUL2024,Tarboro,DiCarlo,R,2,CB,4,1,0,bip,grounder,3,go6,
03JUL2024,Tarboro,DiCarlo,R,3,CB,7,0,0,strike,looking,,,
03JUL2024,Tarboro,DiCarlo,R,3,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,DiCarlo,R,3,FB,5,1,0,foul,,,,
03JUL2024,Tarboro,DiCarlo,R,3,CB,10,0,0,ball,,,,
03JUL2024,Tarboro,DiCarlo,R,3,CB,4,1,0,foul,,,,
03JUL2024,Tarboro,DiCarlo,R,3,CH,3,1,0,bip,fly,5,single,
03JUL2024,Tarboro,DiCarlo,R,4,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,DiCarlo,R,4,FB,4,0,0,strike,looking,,,
03JUL2024,Tarboro,DiCarlo,R,4,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,DiCarlo,R,4,FB,9,1,0,foul,,,,
03JUL2024,Tarboro,DiCarlo,R,4,FB,3,1,0,bip,grounder,3,go5,
03JUL2024,Tarboro,DiCarlo,R,5,FB,10,1,0,foul,,,,
03JUL2024,Tarboro,DiCarlo,R,5,CH,12,0,0,ball,,,,
03JUL2024,Tarboro,DiCarlo,R,5,SL,8,1,0,foul,,,,
03JUL2024,Tarboro,DiCarlo,R,5,FB,7,1,0,bip,fly,4,double,
03JUL2024,Tarboro,DiCarlo,R,6,FB,5,0,0,strike,looking,,,
03JUL2024,Tarboro,DiCarlo,R,6,CH,12,0,0,ball,,,,
03JUL2024,Tarboro,DiCarlo,R,6,FB,1,1,0,bip,fly,4,fo7,
03JUL2024,Tarboro,Morgan,R,1,CB,13,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,1,CB,13,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,1,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,1,FB,3,1,0,bip,fly,4,double,
03JUL2024,Tarboro,Morgan,R,2,FB,4,1,0,bip,grounder,3,go6,
03JUL2024,Tarboro,Morgan,R,3,CB,10,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,3,CH,1,1,0,foul,,,,
03JUL2024,Tarboro,Morgan,R,3,FB,2,1,0,bip,fly,5,fo8,
03JUL2024,Tarboro,Morgan,R,4,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,4,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,4,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,4,FB,13,0,0,ball,walk,,,
03JUL2024,Tarboro,Morgan,R,5,SL,13,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,5,SL,7,1,0,foul,,,,
03JUL2024,Tarboro,Morgan,R,5,SL,13,0,0,ball,,,,
03JUL2024,Tarboro,Morgan,R,5,CB,13,1,0,foul,,,,
03JUL2024,Tarboro,Morgan,R,5,CH,6,0,0,strike,looking,,kk,
03JUL2024,Tarboro,Richardson,R,1,FB,4,1,0,bip,popup,7,po3,
03JUL2024,Tarboro,Richardson,R,2,CB,5,0,0,strike,looking,,,
03JUL2024,Tarboro,Richardson,R,2,CB,5,0,0,strike,looking,,,
03JUL2024,Tarboro,Richardson,R,2,CB,13,0,0,ball,,,,
03JUL2024,Tarboro,Richardson,R,2,CB,5,1,0,bip,fly,4,double,
03JUL2024,Tarboro,Richardson,R,3,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Richardson,R,3,CB,13,0,0,ball,,,,
03JUL2024,Tarboro,Richardson,R,3,FB,8,1,0,foul,,,,
03JUL2024,Tarboro,Richardson,R,3,FB,2,1,0,bip,liner,4,single,
03JUL2024,Tarboro,Richardson,R,4,FB,9,0,0,strike,looking,,,
03JUL2024,Tarboro,Richardson,R,4,FB,8,0,0,strike,looking,,,
03JUL2024,Tarboro,Richardson,R,4,FB,1,1,0,bip,liner,5,lo8,
03JUL2024,Tarboro,Richardson,R,5,CB,13,0,0,ball,,,,
03JUL2024,Tarboro,Richardson,R,5,CH,6,1,0,bip,popup,2,po6,
03JUL2024,Tarboro,Granata,R,1,FB,4,0,0,strike,looking,,,
03JUL2024,Tarboro,Granata,R,1,CB,4,0,0,strike,looking,,,
03JUL2024,Tarboro,Granata,R,1,CB,12,0,0,ball,,,,
03JUL2024,Tarboro,Granata,R,1,FB,1,1,0,foul,,,,
03JUL2024,Tarboro,Granata,R,1,FB,12,1,1,strike,swinging,,k,
03JUL2024,Tarboro,White,R,1,CB,5,1,0,foul,,,,
03JUL2024,Tarboro,White,R,1,CH,4,0,0,strike,looking,,,
03JUL2024,Tarboro,White,R,1,SL,13,0,0,ball,,,,
03JUL2024,Tarboro,White,R,1,CB,9,1,0,bip,grounder,2,go4,
03JUL2024,Tarboro,White,R,2,CB,6,1,0,bip,grounder,1,go4,
03JUL2024,Tarboro,White,R,3,CB,12,0,0,ball,,,,
03JUL2024,Tarboro,White,R,3,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,White,R,3,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,White,R,3,FB,4,1,0,bip,fly,7,sf9,
03JUL2024,Tarboro,White,R,4,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,White,R,4,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,White,R,4,FB,9,0,0,strike,looking,,,
03JUL2024,Tarboro,White,R,4,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,White,R,4,FB,3,0,0,strike,looking,,,
03JUL2024,Tarboro,White,R,4,FB,1,1,1,strike,swinging,,k,
03JUL2024,Tarboro,White,R,5,FB,5,1,0,bip,grounder,5,single,
03JUL2024,Tarboro,Snelson,R,1,FB,6,1,0,bip,grounder,2,go4,
03JUL2024,Tarboro,Snelson,R,2,CB,7,0,0,strike,looking,,,
03JUL2024,Tarboro,Snelson,R,2,SL,6,1,0,foul,,,,
03JUL2024,Tarboro,Snelson,R,2,FB,2,1,0,foul,,,,
03JUL2024,Tarboro,Snelson,R,2,SL,13,0,0,ball,,,,
03JUL2024,Tarboro,Snelson,R,2,CB,4,1,0,bip,grounder,2,go6,
03JUL2024,Tarboro,Snelson,R,3,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Snelson,R,3,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Snelson,R,3,FB,6,0,0,strike,looking,,,
03JUL2024,Tarboro,Snelson,R,3,FB,2,1,0,foul,,,,
03JUL2024,Tarboro,Snelson,R,3,SL,13,0,0,ball,,,,
03JUL2024,Tarboro,Snelson,R,3,FB,13,0,0,ball,walk,,,
03JUL2024,Tarboro,Snelson,R,4,FB,1,1,0,bip,fly,4,single,
03JUL2024,Tarboro,Snelson,R,5,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Snelson,R,5,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Snelson,R,5,FB,5,1,0,strike,looking,,,
03JUL2024,Tarboro,Snelson,R,5,CH,10,0,0,ball,,,,
03JUL2024,Tarboro,Snelson,R,5,CH,4,1,0,strike,looking,,,
03JUL2024,Tarboro,Snelson,R,5,FB,5,1,1,strike,swinging,,k,
03JUL2024,Tarboro,Ross,R,1,CB,13,0,0,ball,,,,
03JUL2024,Tarboro,Ross,R,1,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Ross,R,1,FB,11,0,0,ball,,,,
03JUL2024,Tarboro,Ross,R,1,FB,5,0,0,strike,looking,,,
03JUL2024,Tarboro,Ross,R,1,FB,13,0,0,ball,hbp,,,
03JUL2024,Tarboro,Ross,R,2,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,Ross,R,2,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Ross,R,2,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Ross,R,2,CH,3,0,0,strike,looking,,,
03JUL2024,Tarboro,Ross,R,2,CH,7,0,0,strike,looking,,,
03JUL2024,Tarboro,Ross,R,2,FB,1,1,0,bip,fly,4,singlle,
03JUL2024,Tarboro,Ross,R,3,FB,3,1,0,foul,,,,
03JUL2024,Tarboro,Ross,R,3,FB,7,0,0,strike,looking,,,
03JUL2024,Tarboro,Ross,R,3,FB,4,0,0,strike,looking,,kk,
03JUL2024,Tarboro,Williams,R,1,FB,12,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,1,FB,11,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,1,CH,9,1,0,bip,liner,6,single,
03JUL2024,Tarboro,Williams,R,2,CH,2,1,1,strike,swinging,,,
03JUL2024,Tarboro,Williams,R,2,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,2,CB,13,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,2,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,2,FB,10,0,0,ball,walk,,,
03JUL2024,Tarboro,Williams,R,3,CB,11,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,3,FB,1,0,0,strike,looking,,,
03JUL2024,Tarboro,Williams,R,3,CB,9,0,0,strike,looking,,,
03JUL2024,Tarboro,Williams,R,3,CB,1,1,1,strike,swinging,,k,
03JUL2024,Tarboro,Williams,R,4,FB,10,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,4,CH,7,0,0,strike,looking,,,
03JUL2024,Tarboro,Williams,R,4,SL,13,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,4,CH,11,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,4,CH,10,0,0,ball,walk,,,
03JUL2024,Tarboro,Williams,R,5,FB,13,0,0,ball,,,,
03JUL2024,Tarboro,Williams,R,5,FB,9,1,0,bip,popup,7,po1,
03JUL2024,Tarboro,Gardner,R,1,FB,4,0,0,strike,looking,,,
03JUL2024,Tarboro,Gardner,R,1,CB,4,1,0,foul,,,,
03JUL2024,Tarboro,Gardner,R,1,CH,12,0,0,ball,,,,
03JUL2024,Tarboro,Gardner,R,1,CB,13,0,0,ball,,,,
03JUL2024,Tarboro,Gardner,R,1,FB,6,1,1,strike,swinging,,k,
07JUL2024,Oak City,DiCarlo,R,1,FB,13,0,0,ball,,,,
07JUL2024,Oak City,DiCarlo,R,1,CH,2,1,0,bip,grounder,1,go3,
07JUL2024,Oak City,DiCarlo,R,2,FB,7,1,0,foul,,,,
07JUL2024,Oak City,DiCarlo,R,2,FB,10,1,0,foul,,,,
07JUL2024,Oak City,DiCarlo,R,2,FB,10,1,0,foul,,,,
07JUL2024,Oak City,DiCarlo,R,2,CH,10,1,0,bip,grounder,2,sh4,
07JUL2024,Oak City,DiCarlo,R,3,FB,8,1,0,foul,,,,
07JUL2024,Oak City,DiCarlo,R,3,FB,6,1,0,bip,fly,4,single,
07JUL2024,Oak City,DiCarlo,R,4,FB,13,0,0,ball,,,,
07JUL2024,Oak City,DiCarlo,R,4,FB,2,1,0,bip,grounder,1,go1,
07JUL2024,Oak City,DiCarlo,R,5,FB,5,1,0,bip,grounder,3,single,
07JUL2024,Oak City,Cepparulo,R,1,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,1,FB,7,1,1,strike,swinging,,,
07JUL2024,Oak City,Cepparulo,R,1,CB,13,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,1,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,1,FB,6,1,1,strike,swinging,,,
07JUL2024,Oak City,Cepparulo,R,1,CH,4,1,1,strike,swinging,,k,
07JUL2024,Oak City,Cepparulo,R,2,FB,8,0,0,strike,looking,,,
07JUL2024,Oak City,Cepparulo,R,2,CH,12,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,2,SL,13,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,2,FB,4,1,1,strike,swinging,,,
07JUL2024,Oak City,Cepparulo,R,2,FB,12,1,0,foul,,,,
07JUL2024,Oak City,Cepparulo,R,2,FB,4,1,0,foul,,,,
07JUL2024,Oak City,Cepparulo,R,2,FB,10,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,2,FB,13,0,0,ball,walk,,,
07JUL2024,Oak City,Cepparulo,R,3,FB,6,0,0,strike,looking,,,
07JUL2024,Oak City,Cepparulo,R,3,FB,5,1,0,foul,,,,
07JUL2024,Oak City,Cepparulo,R,3,CH,12,1,1,strike,swinging,,k,
07JUL2024,Oak City,Cepparulo,R,4,FB,11,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,4,FB,3,0,0,strike,looking,,,
07JUL2024,Oak City,Cepparulo,R,4,CH,10,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,4,FB,7,1,0,foul,,,,
07JUL2024,Oak City,Cepparulo,R,4,CH,13,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,4,FB,10,0,0,ball,walk,,,
07JUL2024,Oak City,Cepparulo,R,5,SL,7,0,0,strike,looking,,,
07JUL2024,Oak City,Cepparulo,R,5,CH,12,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,5,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,5,CH,11,0,0,ball,,,,
07JUL2024,Oak City,Cepparulo,R,5,FB,8,1,1,strike,swinging,,,
07JUL2024,Oak City,Cepparulo,R,5,FB,12,0,0,ball,walk,,,
07JUL2024,Oak City,Drew,R,1,FB,7,1,0,bip,popup,4,single,
07JUL2024,Oak City,Drew,R,2,CG,13,0,0,ball,,,,
07JUL2024,Oak City,Drew,R,2,FB,4,1,0,foul,,,,
07JUL2024,Oak City,Drew,R,2,CH,6,1,0,bip,popup,3,po5,
07JUL2024,Oak City,Drew,R,3,CH,2,1,0,foul,,,,
07JUL2024,Oak City,Drew,R,3,FB,7,0,0,strike,looking,,,
07JUL2024,Oak City,Drew,R,3,CH,12,1,0,bip,liner,3,lo5,
07JUL2024,Oak City,Drew,R,4,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Drew,R,4,FB,6,1,0,foul,,,,
07JUL2024,Oak City,Drew,R,4,FB,5,1,1,strike,swinging,,,
07JUL2024,Oak City,Drew,R,4,CH,12,0,0,ball,,,,
07JUL2024,Oak City,Drew,R,4,FB,1,1,0,bip,liner,4,double,
07JUL2024,Oak City,Drew,R,5,SL,2,0,0,strike,looking,,,
07JUL2024,Oak City,Drew,R,5,FB,1,1,0,foul,,,,
07JUL2024,Oak City,Drew,R,5,SL,5,1,0,bip,fly,4,fo7,
07JUL2024,Oak City,White,R,1,CB,13,0,0,ball,,,,
07JUL2024,Oak City,White,R,1,FB,13,0,0,ball,,,,
07JUL2024,Oak City,White,R,1,FB,13,0,0,ball,,,,
07JUL2024,Oak City,White,R,1,FB,11,0,0,ball,walk,,,
07JUL2024,Oak City,White,R,2,CB,11,0,0,ball,,,,
07JUL2024,Oak City,White,R,2,FB,6,0,0,strike,looking,,,
07JUL2024,Oak City,White,R,2,CB,13,0,0,ball,,,,
07JUL2024,Oak City,White,R,2,CH,4,0,0,strike,looking,,,
07JUL2024,Oak City,White,R,2,FB,6,1,0,foul,,,,
07JUL2024,Oak City,White,R,2,FB,13,0,0,ball,,,,
07JUL2024,Oak City,White,R,2,CH,12,0,0,ball,walk,,,
07JUL2024,Oak City,White,R,3,FB,13,0,0,ball,,,,
07JUL2024,Oak City,White,R,3,FB,13,0,0,ball,,,,
07JUL2024,Oak City,White,R,3,CH,5,1,1,strike,swinging,,,
07JUL2024,Oak City,White,R,3,FB,12,0,0,ball,,,,
07JUL2024,Oak City,White,R,3,FB,13,0,0,ball,walk,,,
07JUL2024,Oak City,White,R,4,CH,8,1,0,foul,,,,
07JUL2024,Oak City,White,R,4,CB,12,1,0,foul,,,,
07JUL2024,Oak City,White,R,4,CH,13,0,0,ball,,,,
07JUL2024,Oak City,White,R,4,FB,9,1,0,foul,,,,
07JUL2024,Oak City,White,R,4,CH,12,0,0,ball,,,,
07JUL2024,Oak City,White,R,4,FB,2,1,0,bip,liner,3,lo5,
07JUL2024,Oak City,White,R,5,CH,1,0,0,strike,looking,,,
07JUL2024,Oak City,White,R,5,FB,3,1,1,strike,swinging,,,
07JUL2024,Oak City,White,R,5,FB,2,1,0,bip,fly,5,double,
07JUL2024,Oak City,Ross,R,1,CH,1,1,0,bip,liner,6,double,
07JUL2024,Oak City,Ross,R,2,FB,7,0,0,strike,looking,,,
07JUL2024,Oak City,Ross,R,2,FB,2,1,0,bip,popup,2,po1,
07JUL2024,Oak City,Ross,R,3,FB,5,0,0,strike,looking,,,
07JUL2024,Oak City,Ross,R,3,FB,9,0,0,strike,looking,,,
07JUL2024,Oak City,Ross,R,3,CH,13,0,0,ball,,,,
07JUL2024,Oak City,Ross,R,3,CH,6,0,0,strike,looking,,kk,
07JUL2024,Oak City,Ross,R,4,CH,12,0,0,ball,,,,
07JUL2024,Oak City,Ross,R,4,FB,12,0,0,ball,,,,
07JUL2024,Oak City,Ross,R,4,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Ross,R,4,FB,6,1,0,bip,fly,5,fo8,
07JUL2024,Oak City,Ross,R,5,FB,1,1,0,bip,fly,6,sf9,
07JUL2024,Oak City,Bock,R,1,CB,12,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,1,FB,11,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,1,FB,12,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,1,CH,11,0,0,ball,walk,,,
07JUL2024,Oak City,Bock,R,2,SL,9,0,0,strike,looking,,,
07JUL2024,Oak City,Bock,R,2,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,2,CB,5,0,0,strike,looking,,,
07JUL2024,Oak City,Bock,R,2,CB,6,0,0,strike,looking,,kk,
07JUL2024,Oak City,Bock,R,3,FB,4,1,1,strike,swinging,,,
07JUL2024,Oak City,Bock,R,3,FB,10,1,1,strike,swinging,,,
07JUL2024,Oak City,Bock,R,3,CH,12,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,3,FB,12,1,1,strike,swinging,,k,
07JUL2024,Oak City,Bock,R,4,CB,12,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,4,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,4,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,4,CH,13,0,0,ball,walk,,,
07JUL2024,Oak City,Bock,R,5,FB,11,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,5,SL,11,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,5,CH,13,1,1,strike,swinging,,,
07JUL2024,Oak City,Bock,R,5,SL,11,0,0,ball,,,,
07JUL2024,Oak City,Bock,R,5,FB,11,0,0,ball,walk,,,
07JUL2024,Oak City,Merlak,R,1,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Merlak,R,1,FB,5,0,0,strike,looking,,,
07JUL2024,Oak City,Merlak,R,1,CH,12,0,0,ball,,,,
07JUL2024,Oak City,Merlak,R,1,CB,10,0,0,ball,,,,
07JUL2024,Oak City,Merlak,R,1,FB,8,0,0,strike,looking,,,
07JUL2024,Oak City,Merlak,R,1,FB,13,0,0,ball,walk,,,
07JUL2024,Oak City,Merlak,R,2,CB,13,0,0,ball,,,,
07JUL2024,Oak City,Merlak,R,2,FB,11,1,1,strike,swinging,,,
07JUL2024,Oak City,Merlak,R,2,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Merlak,R,2,CH,1,1,1,strike,swinging,,,
07JUL2024,Oak City,Merlak,R,2,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Merlak,R,2,CB,6,0,0,strike,looking,,kk,
07JUL2024,Oak City,Miller,R,1,CB,13,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,1,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,1,FB,6,0,0,strike,looking,,,
07JUL2024,Oak City,Miller,R,1,CH,12,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,1,FB,11,0,0,ball,walk,,,
07JUL2024,Oak City,Miller,R,2,CB,6,0,0,strike,looking,,,
07JUL2024,Oak City,Miller,R,2,CB,5,0,0,strike,looking,,,
07JUL2024,Oak City,Miller,R,2,FB,5,1,1,strike,swinging,,k,
07JUL2024,Oak City,Miller,R,3,CH,13,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,3,FB,11,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,3,CB,6,0,0,strike,looking,,,
07JUL2024,Oak City,Miller,R,3,CB,13,1,1,strike,swinging,,,
07JUL2024,Oak City,Miller,R,3,CH,13,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,3,FB,11,0,0,ball,walk,,,
07JUL2024,Oak City,Miller,R,4,FB,12,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,4,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,4,FB,4,1,0,ball,,,,
07JUL2024,Oak City,Miller,R,4,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,4,CH,12,1,0,foul,,,,
07JUL2024,Oak City,Miller,R,4,FB,4,1,0,foul,,,,
07JUL2024,Oak City,Miller,R,4,SL,13,1,1,strike,swinging,,k,
07JUL2024,Oak City,Miller,R,5,CB,10,0,0,ball,,,,
07JUL2024,Oak City,Miller,R,5,CH,8,0,0,strike,looking,,,
07JUL2024,Oak City,Miller,R,5,CB,8,0,0,strike,looking,,,
07JUL2024,Oak City,Miller,R,5,CH,2,1,0,bip,popup,3,po6,
07JUL2024,Oak City,Richardson,R,1,FB,8,0,0,strike,looking,,,
07JUL2024,Oak City,Richardson,R,1,CB,13,0,0,ball,,,,
07JUL2024,Oak City,Richardson,R,1,FB,11,1,1,strike,swinging,,,
07JUL2024,Oak City,Richardson,R,1,CB,6,0,0,strike,looking,,kk,
07JUL2024,Oak City,Richardson,R,2,FB,3,1,0,foul,,,,
07JUL2024,Oak City,Richardson,R,2,FB,6,1,0,foul,,,,
07JUL2024,Oak City,Richardson,R,2,CB,9,1,0,bip,grounder,3,go5,
07JUL2024,Oak City,Richardson,R,3,CH,12,1,1,strike,swinging,,,
07JUL2024,Oak City,Richardson,R,3,FB,2,1,0,bip,popup,6,single,
07JUL2024,Oak City,Richardson,R,4,FB,4,0,0,strike,looking,,,
07JUL2024,Oak City,Richardson,R,4,FB,5,1,1,strike,swinging,,,
07JUL2024,Oak City,Richardson,R,4,CH,12,0,0,ball,,,,
07JUL2024,Oak City,Richardson,R,4,FB,4,1,0,bip,grounder,2,single,
07JUL2024,Oak City,Richardson,R,5,CB,8,0,0,strike,looking,,,
07JUL2024,Oak City,Richardson,R,5,SL,6,0,0,strike,looking,,,
07JUL2024,Oak City,Richardson,R,5,FB,10,0,0,ball,,,,
07JUL2024,Oak City,Richardson,R,5,SL,13,0,0,ball,,,,
07JUL2024,Oak City,Richardson,R,5,FB,10,0,0,ball,,,,
07JUL2024,Oak City,Richardson,R,5,CB,13,1,1,strike,swinging,,k,
07JUL2024,Oak City,Granata,R,1,FB,12,0,0,ball,,,,
07JUL2024,Oak City,Granata,R,1,CH,2,1,0,foul,,,,
07JUL2024,Oak City,Granata,R,1,SL,3,1,1,strike,swinging,,,
07JUL2024,Oak City,Granata,R,1,CB,13,0,0,ball,,,,
07JUL2024,Oak City,Granata,R,1,FB,13,0,0,ball,,,,
07JUL2024,Oak City,Granata,R,1,FB,6,1,0,foul,,,,
07JUL2024,Oak City,Granata,R,1,FB,10,0,0,ball,walk,,,
07JUL2024,Oak City,Granata,R,2,FB,12,0,0,ball,,,,
